respect,0.12018183490402919
think,0.18736425609753876
board,0.47417188254171755
comment,0.027255809357123045
make,0.1443773125606849
know,0.17338366733448038
job,0.03751836415172365
shareholder,0.18514950953630574
pretty,0.02794224135349719
perspective,0.16384215000556226
taking,0.028180627437122473
result,0.02570150013057356
seen,0.027365083052925118
quite,0.06701714977487452
bit,0.021333622840508517
change,0.07973451678801033
term,0.0848142341521595
fact,0.06558677271235144
community,0.041499139408178
tell,0.07141187652298117
decision,0.03791377260691448
new,0.06751136136702814
came,0.07773712513242735
response,0.04270692240367132
related,0.03237381320908073
getting,0.030809395876720793
type,0.0356180923605169
benefit,0.029121201168839126
company,0.12713975141224712
managing,0.17162260133276308
frankly,0.04317388053608132
continues,0.03369175569833499
ongoing,0.03914497211094712
continue,0.021658025323699953
look,0.13131208749047915
capability,0.10684378692182725
manage,0.039421046070180876
business,0.19529127484044134
like,0.017497174180579025
today,0.04770195480923047
process,0.032769289456666684
got,0.07122223391782122
big,0.09026428029594186
number,0.0470782778624557
different,0.11431953082064455
industrial,0.04299763067619816
sector,0.09107383482467414
consumer,0.033601125660470424
product,0.024955768113230494
lot,0.10953695510687078
challenge,0.11301312013391938
country,0.03936691595493667
really,0.1866489930898482
sure,0.05205328986797867
bring,0.07697697363413758
experience,0.2882433540616534
global,0.06958158997904618
kind,0.02080499005774373
industry,0.09492359578366
time,0.05850951091674676
technology,0.13019380198948965
important,0.21002771900296974
value,0.12276391613223701
driven,0.03291568470629456
year,0.028564790759256477
future,0.029970135113819036
thing,0.02124153684810559
investor,0.03135242486889406
member,0.04577233205200443
capital,0.07970129980953254
economic,0.0777966442662187
growth,0.03955263575708881
economy,0.04101537112401163
world,0.03380341266345066
people,0.02886358557839233
standard,0.0458765652820018
closely,0.04498101892223522
point,0.06539820168931801
necessarily,0.044656553915169775
energy,0.04098633935186563
fundamental,0.09073329772621357
driver,0.07199516181715356
creating,0.04563513840442548
individual,0.04579308590824068
large,0.03357298306342222
transition,0.08440137024904365
potentially,0.04049628766134863
bringing,0.08586731904019552
working,0.02979344213018842
challenging,0.04219361452823105
scale,0.03986575782055486
middle,0.043922625790504786
pleased,0.03547234499772323
asia,0.043618636503355936
obviously,0.02458258815673781
region,0.03979805169411687
advantage,0.03891323752678145
final,0.08463387042712066
thinking,0.06350770990266293
uncertainty,0.03717474279410448
associated,0.03986392146149248
best,0.03305908869207628
space,0.03692339577032839
moving,0.03345292631923441
consistent,0.03595881020462797
broader,0.04314775206108809
trend,0.030845705206641743
way,0.04720806370557981
return,0.03145491049014724
good,0.02926377877848192
track,0.03861775347310188
record,0.03883889745763312
additional,0.03126787036990084
existing,0.039099178346473105
allocation,0.043676439408196904
experienced,0.04315036162397478
work,0.027042884491864348
discus,0.040253869532033304
absolutely,0.04258329428602716
critical,0.043031069529106146
meeting,0.045031951742661544
discussion,0.038100430852842766
focused,0.06411420311353168
driving,0.10433080149995817
ultimately,0.042092852758738836
healthy,0.04141205609082565
helping,0.043604926438673676
path,0.045638543815072714
